text,label,post_id,targets
milo something faggy public he so provocative altright gas the filthy kike milo something edgy public he so altright altright gas the filthy kike milo something pedo public wait what altright lol told ya milo gate,1,5412068_gab,"[""Jewish""]"
i agree <user> you are yet another kike compromised piece of dog shit this is just another data mining site that removed the capability of communication between brothers and sisters the war is hot 😠,1,27263628_gab,"[""Jewish""]"
if all the kike news networks have pretty faces with empty heads reading their teleprompters why can not we have hotter smarter ones,1,15889662_gab,"[""Jewish""]"
shifty jew changes his mind decides he really a retarded nigger,0,10813584_gab,"[""African"", ""Disability"", ""Jewish""]"
whites enslaving whites is white mans affairs in how we conduct our nations and our forefather outlawed slavery in europe beginning in the 1 8 th century jewish niggers enslaving whites for your nigger brethren is a trespass no matter how you wish to justify it <number>,0,15806094_gab,"[""African"", ""Jewish""]"
ancient made up european gods and ancient made up kike gods are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan does not matter if you call him moloch odin or your ancestor spirit different names same being,0,15836567_gab,"[""Jewish""]"
i checked my genes and i am <percent> white can i say im just from one nation no but my race is pure would i change my mind about them if i had yid or neger dna i dont think so i hate ideology more then skin color,0,25129722_gab,"[""African"", ""Caucasian"", ""Jewish""]"
lol we are triggered because we were banned from everywhere else because we hurt libs feelings too frequently and we are told that hurt feelz is worse than murder nice try kike,1,15729814_gab,"[""Jewish""]"
both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,1,24968577_gab,"[""Jewish""]"
no he does not he fucking hates trump the kike is gaslighting you,1,15941612_gab,"[""Jewish""]"
kike spic nigger faggot allah sucks kid dicks jews did <number> <number> white power 4 th reich hitler did nothing wrong,1,11624742_gab,"[""African"", ""Homosexual"", ""Islam"", ""Jewish""]"
jews have a tendency to out themselves knowingly or not especially to the erudite goyim listed above however they should absolutely wear the yellow star both as a badge of shame and as a warning to whites who are not as adroit at identifying kikenvermin from their words,1,17178016_gab,"[""Jewish"", ""Minority""]"
i detest abortion even regarding negro enemy babies call me a softie as with them though if some beaner wants to kill their kid i will not lose a great deal of sleep they do not need to be invading and populating america,1,24097574_gab,"[""African"", ""Hispanic"", ""Jewish"", ""Refugee""]"
cut to cubs postgame crew on nbc sports chicago and it a jew a spic and a kneegrow for a team that ll get the vast majority of its offense and pitching this year as usual from white players and whose fanbase is overwhelmingly white,1,23192371_gab,"[""African"", ""Hispanic"", ""Jewish"", ""Minority""]"
nonsense obama could do what he wanted because there was no opposition and no judges over ruling him trump is opposed by dems republicans all levels of judges the media the bureaucracies the deep state and his own kike cabinet and shysters and family,1,22347127_gab,"[""Jewish""]"
strangely enough the idea that he consumes extraordinary amounts of artificial sweetener was the first thing the kike media has said about trump that gave me pause,1,16058746_gab,"[""Jewish""]"
a sentiment we should all hold we do not run that what the r selected kikenvermin leftists do no we stand and fight for our nation and by extension our race blood and soil,1,19110403_gab,"[""Jewish""]"
so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,1,19589481_gab,"[""Jewish""]"
lololol do not comment above your paygrade kike,1,25277773_gab,"[""Jewish""]"
the politic boys keep chimin in on my culture war it would be nice if they kindly fucked off and stop counter signaling my kike gassing,1,19407319_gab,"[""Jewish""]"
more substance than anything you are ever going to post you disinfo kike,1,26726148_gab,"[""Jewish""]"
the gook hooker gets lots of shekels from heebs,1,24824526_gab,"[""Asian"", ""Jewish""]"
wow never had such a busy evening until now bluehand family joining gab in droves here all free speech is welcomed if snowflake soy boy leftie sjws are not content with mute or stop follow then they can fuck off to dhimmi moslem cock sucking twatter,0,15078775_gab,"[""Christian"", ""Islam"", ""Jewish"", ""Men""]"
you know nothing about our uncle except whatever jew fantasies are out there and if ya wanna go that tactic you must side with the antifa faggots since they hate nazis also go be a kike somewhere else,1,18524079_gab,"[""Homosexual"", ""Jewish""]"
you have printed a story claiming a man is a jew with no proof whatsoever but the word of a leftist gook gawker hack and his leftist mother who was threatened and gaslighted this is some real pulitzer shit here bro,1,17266261_gab,"[""Asian"", ""Jewish""]"
that would be because muslims are disgusting and i want them out of my lands note they would not even be in my lands had the jew not brought them but you will ignore this because it does not fit your kike narrative,1,15167203_gab,"[""Islam"", ""Jewish""]"
then you pay for the military doing the kike bidding i will not the ag works at the president leisure he can tell the ag to arrest them,1,24817947_gab,"[""Jewish"", ""Other""]"
ur a kike,1,27479700_gab,"[""Jewish""]"
<user> dead jews got me feeling cute might seig heil later idk,1,1179091307270168577_twitter,"[""Jewish""]"
israel is not scary meddles in world elections including the us da goat fuckers are da problem the reason you have goat fucker problems is cause you got hook nosed shekel counting kike problems,1,22707489_gab,"[""Arab"", ""Islam"", ""Jewish""]"
lots of us have been reading ds for chuckles even mischlingen he does some funny stuff at times if you mentally filter out kike this and kike that,1,11749763_gab,"[""Jewish"", ""Other""]"
dont comment above your pay grade in future do some research kike lover,1,18743168_gab,"[""Jewish""]"
that rouge jewess as if there is any other kind called for complete genocide of palestinians her name is ayelet sheked when she does not call for genocide of people she stole land from she whinies about holohoax typical kike shenanigans disgusting rats,1,16883592_gab,"[""Asian"", ""Jewish""]"
ha ha ha reminds me of the hate mail from calgary being sent to synagogues of satan this kike commie double speak and double think p*sses <censored> me off,1,16722976_gab,"[""Islam"", ""Jewish""]"
yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie and just never bothered to return and surprise surprise i was correct and they nixed that kikey plan but whatevs <happy>,1,14030104_gab,"[""Jewish""]"
fuck you trump just fuck you and your kike ass first bitch,1,25789788_gab,"[""Jewish""]"
podhoretz is kike trash that needs a horrific reckoning,1,14949935_gab,"[""Jewish""]"
yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard,1,24894439_gab,"[""Disability"", ""Jewish""]"
so i am not white because i want whites to live in a world free of non whites and am willing to use any means necessary to ensure that goal you outright want to murder whites to prove how pro white you are that the same reasoning that the kike weev used,1,25296749_gab,"[""Jewish""]"
lying kike filth the false dichotomy here is your false dichotomy between capitalism that mistreats workers and marxism guess what kike there is a capitalism by which workers and owners are complementary fascism,1,24307910_gab,"[""Jewish""]"
fugly lezbian jews like this are why im cool with domestic violence with the kind of attitude and birdbrain this jew broad has im willng to bet anything that either a male or butch dyke husband is gonna wind up punching her til she shits out her bones 🙄,1,12771315_gab,"[""Homosexual"", ""Jewish"", ""Women""]"
cernovich race mixes and does tabloid journalism regardless of his fellow white person status cerno in every sense is a bugman he raising chink kids he pro sodomy and pro homosexual a former tranny lover he got a rap sheet a mile long and you and i both know it,1,15872881_gab,"[""Asian"", ""Jewish"", ""Other""]"
what the fuck does matt heimbach think he doing is he really punching right for a kike publication,1,17265419_gab,"[""Jewish"", ""Other""]"
some butthurt kike reported this display picture i can not understand how it violates any of twitter rules tho,1,17382671_gab,"[""Jewish"", ""Other""]"
lol another salty kike,1,25800722_gab,"[""Jewish""]"
post that kike star again and you can wear them in the oven,1,16980692_gab,"[""Jewish""]"
smoke signals ala kike style 🔥 💨,1,27256820_gab,"[""Jewish""]"
wow this d bag if he not a kike he might as well be one geezus,1,17827115_gab,"[""Jewish""]"
you type like a nigger but your message is pure kike are you a niggerkike,1,17179923_gab,"[""African"", ""Jewish""]"
no that would be the second person he described as in the curry nigger that married to a kikess israel supporter keep up shitheel,1,26170727_gab,"[""African"", ""Indian"", ""Jewish""]"
<user> he cannot be alt right for so many reasons faggy kike coalburner not a chance hahahah,1,3367209_gab,"[""African"", ""Homosexual"", ""Jewish""]"
muh kike on a stick so edgy,1,13587865_gab,"[""Jewish""]"
